
time,gFx,gFy,gFz,wx,wy,wz,
11.536,-0.59,-0.37,-0.05,-0.05,0.13,0.11,
11.536,-0.61,-0.36,-0.03,-0.05,0.13,0.11,
11.536,-0.61,-0.36,-0.03,-0.09,0.10,0.08,
11.539,-0.63,-0.36,-0.01,-0.09,0.10,0.08,
11.54,-0.63,-0.36,-0.01,-0.11,0.08,0.06,
11.54,-0.65,-0.36,0.02,-0.11,0.08,0.06,
11.54,-0.65,-0.36,0.02,-0.13,0.06,0.04,
11.542,-0.66,-0.36,0.04,-0.13,0.06,0.04,
11.542,-0.66,-0.36,0.04,-0.15,0.04,0.02,
11.544,-0.68,-0.36,0.07,-0.15,0.04,0.02,
11.544,-0.68,-0.36,0.07,-0.16,0.02,0.00,
11.546,-0.70,-0.36,0.08,-0.16,0.02,0.00,
11.546,-0.70,-0.36,0.08,-0.17,0.01,-0.01,
11.549,-0.70,-0.36,0.08,-0.17,0.01,-0.02,
11.55,-0.71,-0.36,0.11,-0.17,0.01,-0.02,
11.55,-0.73,-0.35,0.12,-0.17,0.01,-0.02,
11.55,-0.73,-0.35,0.12,-0.17,-0.01,-0.02,
11.553,-0.73,-0.35,0.12,-0.15,-0.01,-0.02,
11.554,-0.75,-0.35,0.13,-0.15,-0.01,-0.02,
11.554,-0.76,-0.34,0.15,-0.15,-0.01,-0.02,
11.554,-0.76,-0.34,0.15,-0.14,-0.02,-0.02,
11.558,-0.77,-0.34,0.16,-0.14,-0.02,-0.02,
11.558,-0.77,-0.34,0.16,-0.13,-0.03,-0.02,
11.558,-0.78,-0.33,0.16,-0.13,-0.03,-0.02,
11.558,-0.78,-0.33,0.16,-0.11,-0.04,-0.01,
11.561,-0.79,-0.32,0.16,-0.11,-0.04,-0.01,
11.561,-0.79,-0.32,0.16,-0.09,-0.04,-0.00,
11.563,-0.79,-0.32,0.16,-0.06,-0.05,0.00,
11.564,-0.79,-0.31,0.15,-0.06,-0.05,0.00,
11.569,-0.79,-0.31,0.14,-0.06,-0.05,0.00,
11.569,-0.79,-0.31,0.14,-0.03,-0.05,0.01,
11.569,-0.79,-0.30,0.12,-0.03,-0.05,0.01,
11.57,-0.79,-0.30,0.12,-0.01,-0.04,0.02,
11.57,-0.79,-0.29,0.10,-0.01,-0.04,0.02,
11.571,-0.79,-0.29,0.10,0.02,-0.04,0.03,
11.571,-0.77,-0.28,0.08,0.02,-0.04,0.03,
11.571,-0.77,-0.28,0.08,0.05,-0.03,0.03,
11.575,-0.76,-0.28,0.07,0.05,-0.03,0.03,
11.575,-0.76,-0.28,0.07,0.08,-0.02,0.04,
11.575,-0.74,-0.27,0.05,0.08,-0.02,0.04,
11.575,-0.74,-0.27,0.05,0.10,-0.02,0.04,
11.576,-0.72,-0.27,0.03,0.10,-0.02,0.04,
11.577,-0.72,-0.27,0.03,0.14,-0.01,0.04,
11.579,-0.70,-0.27,0.01,0.14,-0.01,0.04,
11.58,-0.70,-0.27,0.01,0.16,-0.02,0.04,
11.58,-0.70,-0.27,0.01,0.18,-0.02,0.04,
11.581,-0.67,-0.27,-0.02,0.18,-0.02,0.04,
11.584,-0.64,-0.27,-0.03,0.18,-0.02,0.04,
11.584,-0.64,-0.27,-0.03,0.20,-0.03,0.03,
11.585,-0.62,-0.27,-0.05,0.20,-0.03,0.03,
11.585,-0.62,-0.27,-0.05,0.22,-0.04,0.02,
11.588,-0.59,-0.27,-0.07,0.22,-0.04,0.02,
11.589,-0.59,-0.27,-0.07,0.22,-0.05,0.00,
11.589,-0.57,-0.28,-0.09,0.22,-0.05,0.00,
11.589,-0.57,-0.28,-0.09,0.23,-0.06,-0.02,
11.593,-0.55,-0.28,-0.10,0.23,-0.06,-0.02,
11.593,-0.55,-0.28,-0.10,0.23,-0.07,-0.04,
11.594,-0.54,-0.29,-0.11,0.23,-0.07,-0.04,
11.594,-0.54,-0.29,-0.11,0.23,-0.09,-0.07,
11.597,-0.52,-0.30,-0.12,0.23,-0.09,-0.07,
11.598,-0.52,-0.30,-0.12,0.23,-0.11,-0.09,
11.614,-0.51,-0.31,-0.12,0.23,-0.11,-0.09,
11.614,-0.51,-0.31,-0.12,0.22,-0.13,-0.13,
11.614,-0.51,-0.32,-0.12,0.22,-0.13,-0.13,
11.614,-0.51,-0.32,-0.12,0.21,-0.14,-0.16,
11.615,-0.50,-0.33,-0.11,0.21,-0.14,-0.16,
11.615,-0.50,-0.33,-0.11,0.20,-0.17,-0.20,
11.615,-0.50,-0.34,-0.11,0.20,-0.17,-0.20,
11.615,-0.50,-0.34,-0.11,0.18,-0.19,-0.23,
11.615,-0.50,-0.34,-0.09,0.18,-0.19,-0.23,
11.615,-0.50,-0.34,-0.09,0.16,-0.21,-0.27,
11.615,-0.51,-0.35,-0.08,0.16,-0.21,-0.27,
11.615,-0.51,-0.35,-0.08,0.14,-0.24,-0.31,
11.615,-0.52,-0.36,-0.06,0.14,-0.24,-0.31,
11.615,-0.52,-0.36,-0.06,0.13,-0.26,-0.34,
11.615,-0.52,-0.36,-0.06,0.10,-0.29,-0.38,
11.615,-0.53,-0.36,-0.04,0.10,-0.29,-0.38,
11.615,-0.54,-0.37,-0.03,0.10,-0.29,-0.38,
11.615,-0.54,-0.37,-0.03,0.10,-0.32,-0.41,
11.615,-0.54,-0.37,-0.03,0.08,-0.34,-0.43,
11.616,-0.56,-0.37,0.00,0.08,-0.34,-0.43,
11.618,-0.57,-0.37,0.02,0.08,-0.34,-0.43,
11.618,-0.57,-0.37,0.02,0.07,-0.36,-0.46,
11.627,-0.58,-0.37,0.04,0.07,-0.36,-0.46,
11.627,-0.58,-0.37,0.04,0.06,-0.38,-0.48,
11.627,-0.58,-0.37,0.06,0.06,-0.38,-0.48,
11.627,-0.58,-0.37,0.06,0.06,-0.40,-0.50,
11.629,-0.59,-0.37,0.08,0.06,-0.40,-0.50,
11.629,-0.59,-0.37,0.08,0.06,-0.42,-0.51,
11.629,-0.59,-0.37,0.09,0.06,-0.42,-0.51,
11.629,-0.59,-0.37,0.09,0.06,-0.43,-0.52,
11.63,-0.59,-0.37,0.11,0.06,-0.43,-0.52,
11.63,-0.59,-0.37,0.11,0.07,-0.44,-0.53,
11.63,-0.59,-0.37,0.11,0.09,-0.44,-0.54,
11.63,-0.59,-0.37,0.13,0.09,-0.44,-0.54,
11.633,-0.59,-0.37,0.13,0.10,-0.45,-0.55,
11.633,-0.60,-0.37,0.14,0.10,-0.45,-0.55,
11.633,-0.59,-0.37,0.15,0.10,-0.45,-0.55,
11.633,-0.59,-0.37,0.15,0.10,-0.44,-0.55,
11.636,-0.59,-0.37,0.16,0.10,-0.44,-0.55,
11.636,-0.59,-0.37,0.16,0.12,-0.44,-0.56,
11.636,-0.59,-0.37,0.16,0.12,-0.44,-0.56,
11.637,-0.59,-0.37,0.16,0.14,-0.43,-0.57,
11.64,-0.59,-0.37,0.16,0.16,-0.42,-0.58,
11.64,-0.58,-0.37,0.17,0.16,-0.42,-0.58,
11.64,-0.58,-0.37,0.17,0.16,-0.42,-0.58,
11.641,-0.58,-0.37,0.17,0.18,-0.41,-0.59,
11.646,-0.57,-0.37,0.17,0.18,-0.41,-0.59,
11.646,-0.57,-0.37,0.17,0.19,-0.39,-0.60,
11.646,-0.57,-0.37,0.16,0.19,-0.39,-0.60,
11.646,-0.57,-0.37,0.16,0.21,-0.38,-0.62,
11.648,-0.56,-0.37,0.15,0.21,-0.38,-0.62,
11.648,-0.56,-0.37,0.15,0.23,-0.37,-0.63,
11.649,-0.55,-0.37,0.14,0.23,-0.37,-0.63,
11.649,-0.55,-0.37,0.14,0.24,-0.36,-0.65,
11.652,-0.54,-0.37,0.13,0.24,-0.36,-0.65,
11.652,-0.54,-0.37,0.13,0.26,-0.35,-0.67,
11.653,-0.53,-0.37,0.10,0.26,-0.35,-0.67,
11.653,-0.53,-0.37,0.10,0.27,-0.34,-0.68,
11.655,-0.53,-0.37,0.08,0.27,-0.34,-0.68,
11.655,-0.53,-0.37,0.08,0.28,-0.33,-0.70,
11.659,-0.52,-0.37,0.07,0.28,-0.33,-0.70,
11.66,-0.52,-0.37,0.07,0.29,-0.33,-0.73,
11.66,-0.52,-0.37,0.05,0.29,-0.33,-0.73,
11.66,-0.52,-0.37,0.05,0.29,-0.33,-0.74,
11.663,-0.51,-0.38,0.04,0.29,-0.33,-0.74,
11.663,-0.51,-0.38,0.04,0.30,-0.34,-0.76,
11.663,-0.51,-0.38,0.01,0.30,-0.34,-0.76,
11.664,-0.51,-0.38,0.01,0.29,-0.34,-0.78,
11.667,-0.51,-0.39,0.01,0.29,-0.34,-0.78,
11.667,-0.51,-0.39,0.01,0.28,-0.35,-0.80,
11.667,-0.52,-0.40,-0.01,0.28,-0.35,-0.80,
11.667,-0.52,-0.40,-0.01,0.28,-0.36,-0.82,
11.672,-0.52,-0.40,-0.01,0.28,-0.36,-0.82,
11.672,-0.52,-0.40,-0.01,0.26,-0.37,-0.84,
11.672,-0.52,-0.40,-0.01,0.24,-0.39,-0.86,
11.672,-0.52,-0.41,-0.02,0.24,-0.39,-0.86,
11.675,-0.52,-0.42,-0.02,0.24,-0.39,-0.86,
11.675,-0.52,-0.43,-0.02,0.24,-0.39,-0.86,
11.675,-0.52,-0.43,-0.02,0.23,-0.40,-0.88,
11.675,-0.52,-0.43,-0.02,0.21,-0.42,-0.90,
11.68,-0.53,-0.43,-0.02,0.21,-0.42,-0.90,
11.68,-0.53,-0.43,-0.02,0.19,-0.43,-0.92,
11.681,-0.53,-0.44,-0.01,0.19,-0.43,-0.92,
11.681,-0.53,-0.44,-0.01,0.16,-0.44,-0.94,
11.683,-0.54,-0.45,-0.01,0.16,-0.44,-0.94,
11.683,-0.54,-0.45,-0.01,0.14,-0.45,-0.96,
11.683,-0.54,-0.46,0.01,0.14,-0.45,-0.96,
11.684,-0.54,-0.46,0.01,0.12,-0.45,-0.98,
11.687,-0.54,-0.46,0.02,0.12,-0.45,-0.98,
11.687,-0.54,-0.46,0.02,0.11,-0.46,-1.00,
11.687,-0.55,-0.47,0.03,0.11,-0.46,-1.00,
11.687,-0.55,-0.47,0.03,0.09,-0.47,-1.01,
11.691,-0.55,-0.48,0.05,0.09,-0.47,-1.01,
11.691,-0.55,-0.48,0.05,0.07,-0.47,-1.03,
11.691,-0.55,-0.48,0.07,0.07,-0.47,-1.03,
11.691,-0.55,-0.48,0.07,0.06,-0.47,-1.04,
11.699,-0.56,-0.49,0.07,0.06,-0.47,-1.04,
11.699,-0.56,-0.49,0.07,0.05,-0.48,-1.05,
11.699,-0.56,-0.50,0.09,0.05,-0.48,-1.05,
11.699,-0.56,-0.50,0.09,0.04,-0.48,-1.06,
11.72,-0.56,-0.51,0.10,0.04,-0.48,-1.06,
11.72,-0.56,-0.51,0.10,0.03,-0.49,-1.07,
11.721,-0.57,-0.51,0.12,0.03,-0.49,-1.07,
11.721,-0.57,-0.51,0.12,0.03,-0.49,-1.08,
11.721,-0.57,-0.52,0.12,0.03,-0.49,-1.08,
11.721,-0.57,-0.52,0.12,0.02,-0.49,-1.09,
11.721,-0.57,-0.52,0.14,0.02,-0.49,-1.09,
11.721,-0.57,-0.52,0.14,0.03,-0.49,-1.09,
11.722,-0.58,-0.52,0.15,0.03,-0.49,-1.09,
11.722,-0.58,-0.52,0.15,0.03,-0.50,-1.09,
11.722,-0.58,-0.52,0.16,0.03,-0.50,-1.09,
11.722,-0.58,-0.52,0.16,0.03,-0.50,-1.09,
11.722,-0.59,-0.52,0.17,0.03,-0.50,-1.09,
11.722,-0.59,-0.52,0.17,0.03,-0.50,-1.10,
11.722,-0.59,-0.52,0.17,0.03,-0.50,-1.10,
11.723,-0.59,-0.52,0.17,0.04,-0.50,-1.09,
11.723,-0.60,-0.52,0.17,0.04,-0.50,-1.09,
11.723,-0.60,-0.52,0.17,0.04,-0.51,-1.09,
11.723,-0.60,-0.52,0.18,0.04,-0.51,-1.09,
11.723,-0.60,-0.52,0.18,0.05,-0.51,-1.09,
11.723,-0.61,-0.52,0.18,0.05,-0.51,-1.09,
11.724,-0.61,-0.52,0.18,0.06,-0.51,-1.09,
11.724,-0.61,-0.52,0.19,0.06,-0.51,-1.09,
11.724,-0.61,-0.52,0.19,0.07,-0.51,-1.09,
11.724,-0.61,-0.52,0.19,0.08,-0.51,-1.09,
11.724,-0.61,-0.52,0.18,0.08,-0.51,-1.09,
11.724,-0.61,-0.52,0.18,0.08,-0.51,-1.09,
11.724,-0.61,-0.52,0.18,0.09,-0.51,-1.09,
11.728,-0.60,-0.51,0.18,0.09,-0.51,-1.09,
11.731,-0.60,-0.51,0.18,0.10,-0.51,-1.09,
11.731,-0.60,-0.51,0.18,0.12,-0.51,-1.10,
11.731,-0.60,-0.51,0.17,0.12,-0.51,-1.10,
11.732,-0.59,-0.51,0.16,0.12,-0.51,-1.10,
11.732,-0.59,-0.51,0.16,0.12,-0.51,-1.11,
11.732,-0.59,-0.51,0.15,0.12,-0.51,-1.11,
11.732,-0.59,-0.51,0.15,0.13,-0.51,-1.11,
11.737,-0.58,-0.51,0.14,0.13,-0.51,-1.11,
11.74,-0.58,-0.51,0.14,0.14,-0.51,-1.12,
11.74,-0.58,-0.52,0.13,0.14,-0.51,-1.12,
11.74,-0.58,-0.52,0.13,0.15,-0.52,-1.13,
11.74,-0.57,-0.52,0.11,0.15,-0.52,-1.13,
11.741,-0.57,-0.53,0.10,0.15,-0.52,-1.13,
11.741,-0.57,-0.53,0.10,0.15,-0.52,-1.13,
11.741,-0.57,-0.53,0.10,0.16,-0.53,-1.14,
11.743,-0.56,-0.53,0.10,0.16,-0.53,-1.14,
11.743,-0.56,-0.53,0.10,0.16,-0.53,-1.15,
11.743,-0.56,-0.53,0.10,0.16,-0.53,-1.16,
11.743,-0.55,-0.54,0.09,0.16,-0.53,-1.16,
11.747,-0.55,-0.55,0.09,0.16,-0.53,-1.16,
11.747,-0.55,-0.55,0.09,0.15,-0.54,-1.17,
11.747,-0.54,-0.55,0.08,0.15,-0.54,-1.17,
11.747,-0.54,-0.55,0.08,0.16,-0.54,-1.18,
11.751,-0.54,-0.56,0.09,0.16,-0.54,-1.18,
11.751,-0.54,-0.56,0.09,0.15,-0.54,-1.19,
11.751,-0.54,-0.57,0.10,0.15,-0.54,-1.19,
11.751,-0.54,-0.57,0.10,0.15,-0.55,-1.21,
11.755,-0.53,-0.58,0.10,0.15,-0.55,-1.21,
11.756,-0.53,-0.58,0.10,0.14,-0.55,-1.22,
11.756,-0.53,-0.59,0.11,0.14,-0.55,-1.22,
11.756,-0.53,-0.59,0.11,0.14,-0.55,-1.23,
11.76,-0.52,-0.60,0.11,0.14,-0.55,-1.23,
11.76,-0.52,-0.60,0.11,0.13,-0.56,-1.24,
11.76,-0.52,-0.61,0.12,0.13,-0.56,-1.24,
11.76,-0.52,-0.61,0.12,0.13,-0.56,-1.25,
11.763,-0.51,-0.62,0.13,0.13,-0.56,-1.25,
11.763,-0.51,-0.62,0.13,0.13,-0.57,-1.27,
11.764,-0.51,-0.63,0.14,0.13,-0.57,-1.27,
11.764,-0.51,-0.63,0.14,0.13,-0.57,-1.28,
11.767,-0.51,-0.64,0.14,0.13,-0.57,-1.28,
11.767,-0.51,-0.64,0.14,0.13,-0.57,-1.29,
11.767,-0.51,-0.64,0.14,0.12,-0.58,-1.31,
11.768,-0.51,-0.64,0.16,0.12,-0.58,-1.31,
11.772,-0.51,-0.66,0.17,0.12,-0.58,-1.31,
11.772,-0.51,-0.66,0.17,0.13,-0.58,-1.32,
11.772,-0.51,-0.67,0.19,0.13,-0.58,-1.32,
11.772,-0.51,-0.67,0.19,0.13,-0.58,-1.33,
11.776,-0.50,-0.68,0.20,0.13,-0.58,-1.33,
11.776,-0.50,-0.68,0.20,0.13,-0.59,-1.34,
11.776,-0.49,-0.69,0.21,0.13,-0.59,-1.34,
11.776,-0.49,-0.69,0.21,0.14,-0.59,-1.35,
11.78,-0.49,-0.70,0.23,0.14,-0.59,-1.35,
11.78,-0.49,-0.70,0.23,0.14,-0.59,-1.36,
11.781,-0.48,-0.71,0.24,0.14,-0.59,-1.36,
11.781,-0.48,-0.71,0.24,0.15,-0.59,-1.37,
11.781,-0.47,-0.72,0.25,0.15,-0.59,-1.37,
11.781,-0.47,-0.72,0.25,0.16,-0.59,-1.38,
11.783,-0.47,-0.73,0.26,0.16,-0.59,-1.38,
11.783,-0.47,-0.73,0.26,0.18,-0.58,-1.39,
11.787,-0.46,-0.74,0.27,0.18,-0.58,-1.39,
11.787,-0.46,-0.74,0.27,0.19,-0.57,-1.40,
11.787,-0.45,-0.74,0.28,0.19,-0.57,-1.40,
11.788,-0.45,-0.74,0.28,0.20,-0.57,-1.41,
11.792,-0.45,-0.75,0.29,0.20,-0.57,-1.41,
11.792,-0.44,-0.75,0.29,0.20,-0.57,-1.41,
11.792,-0.44,-0.75,0.29,0.21,-0.56,-1.42,
11.792,-0.44,-0.75,0.29,0.22,-0.56,-1.43,
11.794,-0.44,-0.76,0.29,0.22,-0.56,-1.43,
11.794,-0.44,-0.76,0.29,0.24,-0.55,-1.44,
11.797,-0.44,-0.77,0.29,0.24,-0.55,-1.44,
11.797,-0.44,-0.77,0.29,0.26,-0.53,-1.45,
11.819,-0.44,-0.77,0.29,0.26,-0.53,-1.45,
11.819,-0.44,-0.77,0.29,0.27,-0.52,-1.47,
11.819,-0.45,-0.77,0.29,0.27,-0.52,-1.47,
11.819,-0.46,-0.78,0.29,0.27,-0.52,-1.47,
11.82,-0.46,-0.78,0.29,0.29,-0.51,-1.48,
11.82,-0.46,-0.78,0.29,0.30,-0.50,-1.49,
11.82,-0.46,-0.78,0.28,0.30,-0.50,-1.49,
11.82,-0.46,-0.78,0.28,0.31,-0.49,-1.51,
11.82,-0.47,-0.78,0.28,0.31,-0.49,-1.51,
11.82,-0.47,-0.79,0.28,0.31,-0.49,-1.51,
11.821,-0.47,-0.79,0.28,0.33,-0.49,-1.51,
11.821,-0.47,-0.79,0.28,0.35,-0.48,-1.53,
11.821,-0.47,-0.79,0.26,0.35,-0.48,-1.53,
11.821,-0.47,-0.79,0.26,0.37,-0.49,-1.54,
11.821,-0.48,-0.81,0.27,0.37,-0.49,-1.54,
11.821,-0.48,-0.81,0.27,0.38,-0.48,-1.55,
11.822,-0.48,-0.81,0.26,0.38,-0.48,-1.55,
11.822,-0.47,-0.83,0.26,0.38,-0.48,-1.55,
11.822,-0.47,-0.83,0.26,0.40,-0.49,-1.55,
11.822,-0.47,-0.83,0.26,0.41,-0.49,-1.56,
11.822,-0.47,-0.83,0.26,0.42,-0.50,-1.56,
11.822,-0.47,-0.84,0.25,0.42,-0.50,-1.56,
11.822,-0.48,-0.86,0.25,0.42,-0.50,-1.56,
11.823,-0.48,-0.86,0.25,0.43,-0.50,-1.57,
11.823,-0.48,-0.87,0.25,0.43,-0.50,-1.57,
11.823,-0.48,-0.87,0.25,0.44,-0.51,-1.58,
11.823,-0.48,-0.88,0.24,0.44,-0.51,-1.58,
11.823,-0.48,-0.88,0.24,0.46,-0.51,-1.58,
11.828,-0.48,-0.90,0.25,0.46,-0.51,-1.58,
11.828,-0.48,-0.90,0.25,0.47,-0.52,-1.59,
11.845,-0.49,-0.91,0.25,0.47,-0.52,-1.59,
11.847,-0.49,-0.91,0.25,0.48,-0.53,-1.60,
11.848,-0.49,-0.92,0.26,0.48,-0.53,-1.60,
11.848,-0.49,-0.92,0.26,0.48,-0.53,-1.61,
11.848,-0.50,-0.92,0.25,0.48,-0.53,-1.61,
11.848,-0.50,-0.92,0.25,0.49,-0.54,-1.62,
11.848,-0.51,-0.93,0.26,0.49,-0.54,-1.62,
11.848,-0.52,-0.93,0.26,0.49,-0.54,-1.62,
11.848,-0.52,-0.93,0.26,0.49,-0.55,-1.63,
11.848,-0.52,-0.93,0.26,0.50,-0.56,-1.64,
11.848,-0.53,-0.93,0.26,0.50,-0.56,-1.64,
11.848,-0.53,-0.93,0.26,0.50,-0.58,-1.65,
11.848,-0.53,-0.94,0.26,0.50,-0.58,-1.65,
11.848,-0.53,-0.94,0.26,0.50,-0.59,-1.66,
11.849,-0.54,-0.94,0.26,0.50,-0.59,-1.66,
11.849,-0.54,-0.94,0.26,0.50,-0.60,-1.67,
11.849,-0.54,-0.93,0.26,0.50,-0.60,-1.67,
11.849,-0.54,-0.93,0.26,0.50,-0.62,-1.68,
11.849,-0.55,-0.93,0.26,0.50,-0.62,-1.68,
11.849,-0.55,-0.93,0.26,0.49,-0.62,-1.68,
11.853,-0.55,-0.93,0.25,0.49,-0.62,-1.68,
11.853,-0.55,-0.93,0.25,0.49,-0.63,-1.69,
11.856,-0.56,-0.92,0.25,0.49,-0.63,-1.69,
11.856,-0.56,-0.92,0.26,0.49,-0.63,-1.69,
11.856,-0.56,-0.92,0.26,0.49,-0.64,-1.69,
11.856,-0.56,-0.92,0.26,0.49,-0.65,-1.70,
11.856,-0.56,-0.92,0.26,0.48,-0.66,-1.70,
11.856,-0.56,-0.91,0.25,0.48,-0.66,-1.70,
11.856,-0.56,-0.91,0.26,0.48,-0.66,-1.70,
11.856,-0.56,-0.91,0.26,0.48,-0.68,-1.70,
11.857,-0.55,-0.90,0.27,0.48,-0.68,-1.70,
11.857,-0.55,-0.90,0.27,0.47,-0.69,-1.70,
11.859,-0.54,-0.89,0.27,0.47,-0.69,-1.70,
11.86,-0.54,-0.89,0.27,0.48,-0.71,-1.69,
11.861,-0.53,-0.89,0.27,0.48,-0.71,-1.69,
11.861,-0.53,-0.89,0.27,0.47,-0.72,-1.69,
11.867,-0.51,-0.88,0.27,0.47,-0.72,-1.69,
11.867,-0.50,-0.88,0.28,0.47,-0.72,-1.69,
11.867,-0.50,-0.88,0.28,0.47,-0.73,-1.69,
11.867,-0.50,-0.88,0.28,0.46,-0.74,-1.69,
11.867,-0.48,-0.87,0.29,0.46,-0.74,-1.69,
11.867,-0.48,-0.87,0.29,0.46,-0.74,-1.69,
11.872,-0.46,-0.87,0.30,0.46,-0.74,-1.69,
11.872,-0.46,-0.87,0.30,0.47,-0.74,-1.69,
11.873,-0.44,-0.86,0.30,0.47,-0.74,-1.69,
11.874,-0.42,-0.86,0.31,0.47,-0.74,-1.69,
11.874,-0.42,-0.86,0.31,0.46,-0.75,-1.68,
11.874,-0.42,-0.86,0.31,0.47,-0.75,-1.69,
11.877,-0.39,-0.85,0.32,0.47,-0.75,-1.69,
11.877,-0.39,-0.85,0.32,0.48,-0.76,-1.69,
11.877,-0.37,-0.85,0.32,0.48,-0.76,-1.69,
11.878,-0.37,-0.85,0.32,0.49,-0.76,-1.70,
11.881,-0.34,-0.85,0.33,0.49,-0.76,-1.70,
11.881,-0.34,-0.85,0.33,0.49,-0.76,-1.70,
11.881,-0.32,-0.84,0.34,0.49,-0.76,-1.70,
11.881,-0.32,-0.84,0.34,0.51,-0.76,-1.71,
11.885,-0.32,-0.84,0.34,0.52,-0.77,-1.72,
11.886,-0.30,-0.84,0.34,0.52,-0.77,-1.72,
11.886,-0.27,-0.84,0.35,0.52,-0.77,-1.72,
11.886,-0.27,-0.84,0.35,0.53,-0.77,-1.72,
11.891,-0.24,-0.85,0.36,0.53,-0.77,-1.72,
11.891,-0.24,-0.85,0.36,0.55,-0.77,-1.73,
11.891,-0.22,-0.86,0.37,0.55,-0.77,-1.73,
11.892,-0.22,-0.86,0.37,0.55,-0.78,-1.72,
11.892,-0.19,-0.88,0.37,0.55,-0.78,-1.72,
11.892,-0.19,-0.88,0.37,0.56,-0.78,-1.73,
11.897,-0.16,-0.89,0.38,0.56,-0.78,-1.73,
11.897,-0.12,-0.92,0.40,0.56,-0.78,-1.73,
11.897,-0.12,-0.92,0.40,0.57,-0.78,-1.73,
11.898,-0.12,-0.92,0.40,0.58,-0.79,-1.74,
11.915,-0.08,-0.94,0.40,0.58,-0.79,-1.74,
11.915,-0.08,-0.94,0.40,0.58,-0.78,-1.74,
11.915,-0.05,-0.97,0.42,0.58,-0.78,-1.74,
11.915,-0.05,-0.97,0.42,0.59,-0.78,-1.75,
11.915,-0.02,-0.99,0.43,0.59,-0.78,-1.75,
11.916,0.02,-1.03,0.44,0.59,-0.78,-1.75,
11.916,0.02,-1.03,0.44,0.60,-0.77,-1.75,
11.916,0.02,-1.03,0.44,0.59,-0.76,-1.76,
11.916,0.02,-1.03,0.44,0.59,-0.75,-1.78,
11.916,0.04,-1.05,0.45,0.59,-0.75,-1.78,
11.917,0.07,-1.08,0.46,0.59,-0.75,-1.78,
11.917,0.07,-1.08,0.46,0.59,-0.74,-1.79,
11.917,0.09,-1.11,0.47,0.59,-0.74,-1.79,
11.917,0.10,-1.14,0.49,0.59,-0.74,-1.79,
11.917,0.10,-1.14,0.49,0.59,-0.72,-1.82,
11.917,0.10,-1.14,0.49,0.58,-0.70,-1.84,
11.918,0.11,-1.16,0.50,0.58,-0.70,-1.84,
11.918,0.11,-1.16,0.50,0.57,-0.68,-1.86,
11.918,0.12,-1.18,0.51,0.57,-0.68,-1.86,
11.918,0.12,-1.18,0.51,0.57,-0.66,-1.89,
11.918,0.11,-1.21,0.53,0.57,-0.66,-1.89,
11.918,0.11,-1.21,0.53,0.56,-0.64,-1.91,
11.923,0.11,-1.23,0.54,0.56,-0.64,-1.91,
11.923,0.11,-1.23,0.54,0.55,-0.62,-1.94,
11.923,0.09,-1.24,0.56,0.55,-0.62,-1.94,
11.928,0.09,-1.24,0.56,0.54,-0.61,-1.96,
11.928,0.07,-1.26,0.57,0.54,-0.61,-1.96,
11.928,0.07,-1.26,0.57,0.54,-0.60,-1.98,
11.936,0.05,-1.27,0.58,0.54,-0.60,-1.98,
11.937,0.05,-1.27,0.58,0.53,-0.59,-2.00,
11.937,0.02,-1.28,0.58,0.53,-0.59,-2.00,
11.937,0.02,-1.28,0.58,0.53,-0.57,-2.02,
11.937,-0.01,-1.29,0.59,0.53,-0.57,-2.02,
11.937,-0.01,-1.29,0.59,0.52,-0.57,-2.04,
11.937,-0.03,-1.30,0.60,0.52,-0.57,-2.04,
11.937,-0.07,-1.31,0.60,0.52,-0.57,-2.04,
11.938,-0.07,-1.31,0.60,0.51,-0.56,-2.06,
11.938,-0.07,-1.31,0.60,0.51,-0.56,-2.08,
11.938,-0.07,-1.31,0.60,0.50,-0.55,-2.09,
11.938,-0.09,-1.31,0.60,0.50,-0.55,-2.09,
11.938,-0.12,-1.31,0.60,0.50,-0.55,-2.09,
11.938,-0.12,-1.31,0.60,0.51,-0.55,-2.10,
11.943,-0.15,-1.31,0.60,0.51,-0.55,-2.10,
11.944,-0.18,-1.31,0.59,0.51,-0.55,-2.10,
11.944,-0.18,-1.31,0.59,0.51,-0.55,-2.11,
11.944,-0.18,-1.31,0.59,0.50,-0.56,-2.11,
11.944,-0.21,-1.30,0.59,0.50,-0.56,-2.11,
11.944,-0.21,-1.30,0.59,0.50,-0.57,-2.11,
11.95,-0.23,-1.30,0.58,0.50,-0.57,-2.11,
11.95,-0.23,-1.30,0.58,0.50,-0.58,-2.11,
11.95,-0.26,-1.29,0.58,0.50,-0.58,-2.11,
11.951,-0.29,-1.28,0.58,0.50,-0.58,-2.11,
11.951,-0.29,-1.28,0.58,0.50,-0.60,-2.10,
11.951,-0.29,-1.28,0.58,0.50,-0.61,-2.09,
11.951,-0.29,-1.28,0.58,0.50,-0.63,-2.08,
11.952,-0.31,-1.26,0.57,0.50,-0.63,-2.08,
11.954,-0.33,-1.24,0.57,0.50,-0.63,-2.08,
11.955,-0.33,-1.24,0.57,0.50,-0.64,-2.06,
11.955,-0.34,-1.22,0.55,0.50,-0.64,-2.06,
11.955,-0.34,-1.22,0.55,0.50,-0.65,-2.05,
11.958,-0.35,-1.20,0.54,0.50,-0.65,-2.05,
11.958,-0.35,-1.20,0.54,0.49,-0.67,-2.02,
