
time,gFx,gFy,gFz,wx,wy,wz,
20.868,-0.13,-0.03,-1.18,-1.29,-0.11,-0.11,
20.868,-0.13,-0.03,-1.19,-1.29,-0.11,-0.11,
20.869,-0.13,-0.03,-1.19,-1.31,-0.11,-0.11,
20.869,-0.13,-0.03,-1.19,-1.33,-0.10,-0.12,
20.869,-0.12,-0.03,-1.20,-1.33,-0.10,-0.12,
20.869,-0.12,-0.03,-1.20,-1.34,-0.09,-0.12,
20.87,-0.12,-0.03,-1.20,-1.34,-0.09,-0.12,
20.87,-0.11,-0.02,-1.21,-1.34,-0.09,-0.12,
20.87,-0.11,-0.02,-1.21,-1.35,-0.08,-0.13,
20.871,-0.11,-0.02,-1.21,-1.38,-0.08,-0.13,
20.871,-0.11,-0.02,-1.21,-1.40,-0.06,-0.13,
20.871,-0.11,-0.02,-1.21,-1.40,-0.06,-0.13,
20.872,-0.10,-0.02,-1.22,-1.40,-0.06,-0.13,
20.872,-0.10,-0.02,-1.22,-1.42,-0.05,-0.13,
20.872,-0.09,-0.02,-1.22,-1.42,-0.05,-0.13,
20.872,-0.09,-0.02,-1.22,-1.45,-0.04,-0.14,
20.872,-0.09,-0.02,-1.22,-1.45,-0.04,-0.14,
20.872,-0.09,-0.02,-1.22,-1.47,-0.03,-0.14,
20.873,-0.08,-0.02,-1.22,-1.47,-0.03,-0.14,
20.873,-0.08,-0.02,-1.22,-1.50,-0.02,-0.14,
20.874,-0.07,-0.02,-1.22,-1.50,-0.02,-0.14,
20.874,-0.07,-0.02,-1.22,-1.52,-0.01,-0.14,
20.874,-0.06,-0.02,-1.21,-1.52,-0.01,-0.14,
20.875,-0.05,-0.02,-1.20,-1.52,-0.01,-0.14,
20.875,-0.05,-0.02,-1.20,-1.55,-0.00,-0.15,
20.876,-0.05,-0.02,-1.20,-1.57,0.01,-0.15,
20.876,-0.05,-0.02,-1.20,-1.60,0.02,-0.16,
20.877,-0.04,-0.02,-1.20,-1.60,0.02,-0.16,
20.877,-0.04,-0.02,-1.20,-1.60,0.02,-0.16,
20.877,-0.04,-0.02,-1.20,-1.62,0.02,-0.16,
20.878,-0.03,-0.02,-1.19,-1.62,0.02,-0.16,
20.879,-0.03,-0.02,-1.19,-1.65,0.03,-0.16,
20.88,-0.03,-0.01,-1.19,-1.65,0.03,-0.16,
20.88,-0.03,-0.01,-1.19,-1.67,0.04,-0.17,
20.882,-0.02,-0.01,-1.19,-1.67,0.04,-0.17,
20.882,-0.02,-0.01,-1.19,-1.69,0.06,-0.17,
20.893,-0.03,-0.01,-1.18,-1.69,0.06,-0.17,
20.894,-0.03,-0.01,-1.18,-1.72,0.07,-0.18,
20.894,-0.03,-0.00,-1.18,-1.72,0.07,-0.18,
20.894,-0.03,-0.00,-1.18,-1.74,0.08,-0.18,
20.894,-0.03,-0.00,-1.18,-1.76,0.09,-0.18,
20.894,-0.03,0.01,-1.17,-1.76,0.09,-0.18,
20.895,-0.04,0.01,-1.16,-1.76,0.09,-0.18,
20.895,-0.04,0.01,-1.16,-1.78,0.10,-0.19,
20.895,-0.05,0.02,-1.16,-1.78,0.10,-0.19,
20.895,-0.06,0.02,-1.15,-1.78,0.10,-0.19,
20.895,-0.06,0.02,-1.15,-1.80,0.11,-0.19,
20.895,-0.06,0.02,-1.15,-1.82,0.12,-0.19,
20.897,-0.06,0.02,-1.13,-1.82,0.12,-0.19,
20.897,-0.06,0.02,-1.13,-1.84,0.13,-0.20,
20.899,-0.06,0.02,-1.13,-1.85,0.14,-0.20,
20.899,-0.07,0.03,-1.11,-1.85,0.14,-0.20,
20.901,-0.08,0.02,-1.09,-1.85,0.14,-0.20,
20.901,-0.08,0.02,-1.09,-1.87,0.14,-0.20,
20.903,-0.08,0.03,-1.08,-1.87,0.14,-0.20,
20.917,-0.08,0.03,-1.08,-1.88,0.15,-0.20,
20.918,-0.09,0.03,-1.07,-1.88,0.15,-0.20,
20.918,-0.10,0.03,-1.05,-1.88,0.15,-0.20,
20.918,-0.10,0.03,-1.05,-1.90,0.15,-0.20,
20.918,-0.10,0.03,-1.05,-1.90,0.15,-0.20,
20.918,-0.10,0.03,-1.03,-1.90,0.15,-0.20,
20.918,-0.10,0.03,-1.03,-1.91,0.16,-0.20,
20.918,-0.11,0.03,-1.01,-1.91,0.16,-0.20,
20.918,-0.11,0.03,-1.01,-1.91,0.16,-0.19,
20.919,-0.11,0.03,-1.01,-1.91,0.16,-0.19,
20.919,-0.11,0.03,-1.01,-1.91,0.17,-0.20,
20.919,-0.12,0.04,-0.98,-1.91,0.17,-0.20,
20.919,-0.12,0.04,-0.98,-1.91,0.17,-0.19,
20.919,-0.12,0.04,-0.97,-1.91,0.17,-0.19,
20.919,-0.12,0.04,-0.97,-1.91,0.17,-0.19,
20.923,-0.12,0.04,-0.97,-1.91,0.17,-0.18,
20.924,-0.12,0.03,-0.96,-1.91,0.17,-0.18,
20.925,-0.12,0.04,-0.95,-1.91,0.17,-0.18,
20.925,-0.12,0.04,-0.95,-1.91,0.17,-0.18,
20.925,-0.12,0.04,-0.95,-1.91,0.17,-0.18,
20.925,-0.12,0.04,-0.95,-1.91,0.17,-0.18,
20.925,-0.12,0.04,-0.94,-1.91,0.17,-0.18,
20.926,-0.12,0.04,-0.94,-1.91,0.17,-0.18,
20.927,-0.12,0.04,-0.93,-1.91,0.17,-0.18,
20.927,-0.12,0.04,-0.93,-1.90,0.17,-0.17,
20.929,-0.11,0.04,-0.93,-1.90,0.17,-0.17,
20.929,-0.11,0.04,-0.93,-1.89,0.18,-0.17,
20.931,-0.11,0.04,-0.94,-1.89,0.18,-0.17,
20.931,-0.11,0.04,-0.94,-1.90,0.19,-0.17,
20.938,-0.11,0.04,-0.95,-1.90,0.19,-0.17,
20.938,-0.11,0.05,-0.96,-1.90,0.19,-0.17,
20.939,-0.11,0.05,-0.96,-1.90,0.19,-0.17,
20.939,-0.11,0.05,-0.96,-1.90,0.20,-0.17,
20.939,-0.11,0.05,-0.96,-1.89,0.21,-0.17,
20.939,-0.11,0.05,-0.96,-1.90,0.22,-0.17,
20.941,-0.11,0.05,-0.97,-1.90,0.22,-0.17,
20.942,-0.11,0.05,-0.97,-1.90,0.23,-0.16,
20.958,-0.11,0.05,-0.97,-1.90,0.23,-0.16,
20.958,-0.11,0.05,-0.97,-1.91,0.24,-0.16,
20.958,-0.11,0.06,-0.98,-1.91,0.24,-0.16,
20.958,-0.11,0.06,-0.98,-1.92,0.25,-0.17,
20.959,-0.11,0.06,-1.00,-1.92,0.25,-0.17,
20.959,-0.11,0.06,-1.00,-1.93,0.26,-0.16,
20.959,-0.11,0.06,-1.00,-1.93,0.26,-0.16,
20.959,-0.11,0.06,-1.00,-1.94,0.27,-0.16,
20.959,-0.11,0.06,-1.00,-1.95,0.29,-0.15,
20.96,-0.11,0.06,-1.00,-1.95,0.29,-0.15,
20.96,-0.11,0.07,-1.01,-1.95,0.29,-0.15,
20.96,-0.11,0.07,-1.00,-1.95,0.29,-0.15,
20.96,-0.10,0.07,-1.00,-1.95,0.29,-0.15,
20.96,-0.10,0.07,-1.00,-1.95,0.29,-0.15,
20.961,-0.10,0.07,-1.00,-1.97,0.29,-0.15,
20.961,-0.10,0.07,-1.00,-1.99,0.30,-0.14,
20.961,-0.10,0.07,-1.00,-2.00,0.31,-0.14,
20.961,-0.10,0.07,-1.00,-2.01,0.32,-0.14,
20.961,-0.10,0.07,-1.00,-2.01,0.32,-0.14,
20.962,-0.10,0.07,-1.00,-2.03,0.32,-0.13,
20.962,-0.09,0.08,-0.99,-2.03,0.32,-0.13,
20.963,-0.09,0.08,-0.99,-2.04,0.33,-0.12,
20.963,-0.09,0.08,-0.99,-2.04,0.33,-0.12,
20.964,-0.09,0.08,-0.99,-2.06,0.33,-0.12,
20.969,-0.09,0.09,-0.98,-2.06,0.33,-0.12,
20.969,-0.08,0.09,-0.98,-2.06,0.33,-0.12,
20.969,-0.08,0.09,-0.98,-2.07,0.33,-0.11,
20.97,-0.08,0.09,-0.98,-2.07,0.32,-0.10,
20.971,-0.08,0.10,-0.97,-2.07,0.32,-0.10,
20.972,-0.08,0.10,-0.97,-2.09,0.32,-0.09,
20.972,-0.07,0.10,-0.96,-2.09,0.32,-0.09,
20.972,-0.07,0.10,-0.96,-2.10,0.31,-0.08,
20.977,-0.06,0.11,-0.95,-2.10,0.31,-0.08,
20.977,-0.06,0.11,-0.95,-2.10,0.30,-0.07,
20.979,-0.05,0.12,-0.93,-2.10,0.30,-0.07,
20.979,-0.04,0.12,-0.92,-2.10,0.30,-0.07,
20.979,-0.04,0.12,-0.92,-2.11,0.29,-0.06,
20.979,-0.03,0.13,-0.91,-2.11,0.29,-0.06,
20.979,-0.03,0.13,-0.91,-2.12,0.28,-0.04,
20.979,-0.03,0.13,-0.91,-2.13,0.27,-0.03,
20.981,-0.03,0.14,-0.90,-2.13,0.27,-0.03,
20.981,-0.03,0.14,-0.90,-2.13,0.26,-0.01,
20.983,-0.02,0.15,-0.88,-2.13,0.26,-0.01,
20.983,-0.02,0.15,-0.88,-2.14,0.25,-0.00,
20.985,-0.01,0.17,-0.87,-2.14,0.25,-0.00,
20.985,-0.01,0.17,-0.87,-2.13,0.24,0.01,
20.988,-0.00,0.18,-0.85,-2.13,0.24,0.01,
20.988,-0.00,0.18,-0.85,-2.13,0.24,0.02,
20.994,0.00,0.19,-0.84,-2.13,0.24,0.02,
20.994,0.01,0.20,-0.82,-2.13,0.24,0.02,
20.994,0.01,0.20,-0.82,-2.14,0.24,0.03,
20.994,0.01,0.20,-0.82,-2.14,0.23,0.05,
20.995,0.02,0.21,-0.80,-2.14,0.23,0.05,
20.995,0.02,0.21,-0.80,-2.13,0.24,0.05,
20.995,0.02,0.22,-0.79,-2.13,0.24,0.05,
20.995,0.02,0.22,-0.79,-2.12,0.23,0.06,
20.998,0.03,0.23,-0.79,-2.12,0.23,0.06,
20.998,0.03,0.23,-0.79,-2.12,0.24,0.07,
21.0,0.04,0.24,-0.78,-2.12,0.24,0.07,
21.0,0.04,0.24,-0.78,-2.11,0.24,0.07,
21.003,0.05,0.25,-0.77,-2.11,0.24,0.07,
21.003,0.05,0.25,-0.77,-2.11,0.25,0.07,
21.007,0.05,0.25,-0.76,-2.11,0.25,0.07,
21.007,0.05,0.25,-0.76,-2.10,0.26,0.07,
21.008,0.06,0.26,-0.75,-2.10,0.26,0.07,
21.008,0.07,0.27,-0.75,-2.10,0.26,0.07,
21.009,0.07,0.27,-0.75,-2.08,0.27,0.07,
21.009,0.07,0.27,-0.75,-2.07,0.28,0.07,
21.01,0.07,0.27,-0.74,-2.07,0.28,0.07,
21.01,0.07,0.27,-0.74,-2.06,0.29,0.06,
21.012,0.08,0.28,-0.74,-2.06,0.29,0.06,
21.012,0.08,0.28,-0.74,-2.05,0.30,0.05,
21.014,0.08,0.28,-0.75,-2.05,0.30,0.05,
21.014,0.08,0.28,-0.75,-2.04,0.32,0.04,
21.016,0.07,0.29,-0.74,-2.04,0.32,0.04,
21.017,0.07,0.29,-0.74,-2.02,0.33,0.03,
21.027,0.07,0.29,-0.74,-2.02,0.33,0.03,
21.027,0.07,0.30,-0.75,-2.02,0.33,0.03,
21.028,0.07,0.30,-0.75,-2.01,0.34,0.02,
21.037,0.07,0.30,-0.75,-2.00,0.36,0.01,
21.037,0.07,0.30,-0.75,-1.98,0.37,-0.00,
21.037,0.07,0.30,-0.76,-1.98,0.37,-0.00,
21.037,0.07,0.30,-0.76,-1.97,0.38,-0.01,
21.038,0.06,0.30,-0.76,-1.97,0.38,-0.01,
21.038,0.06,0.30,-0.77,-1.97,0.38,-0.01,
21.038,0.06,0.30,-0.77,-1.96,0.39,-0.03,
21.038,0.05,0.30,-0.77,-1.96,0.39,-0.03,
21.038,0.05,0.30,-0.77,-1.95,0.40,-0.04,
21.039,0.04,0.30,-0.78,-1.95,0.40,-0.04,
21.039,0.04,0.30,-0.78,-1.94,0.41,-0.05,
21.039,0.04,0.30,-0.79,-1.94,0.41,-0.05,
21.039,0.04,0.30,-0.79,-1.94,0.41,-0.06,
21.039,0.03,0.30,-0.81,-1.94,0.41,-0.06,
21.039,0.02,0.30,-0.81,-1.94,0.41,-0.06,
21.04,0.02,0.30,-0.81,-1.93,0.42,-0.06,
21.04,0.02,0.30,-0.82,-1.93,0.42,-0.06,
21.04,0.02,0.30,-0.82,-1.92,0.43,-0.07,
21.04,0.02,0.30,-0.82,-1.92,0.43,-0.08,
21.05,0.02,0.30,-0.82,-1.92,0.43,-0.08,
21.051,0.02,0.30,-0.82,-1.92,0.43,-0.08,
21.067,0.01,0.30,-0.83,-1.92,0.43,-0.08,
21.068,0.01,0.30,-0.83,-1.92,0.43,-0.09,
21.068,0.01,0.30,-0.83,-1.92,0.43,-0.09,
21.068,0.01,0.30,-0.83,-1.92,0.43,-0.09,
21.068,0.00,0.30,-0.83,-1.92,0.43,-0.09,
21.068,0.00,0.30,-0.83,-1.93,0.42,-0.10,
21.069,-0.00,0.30,-0.83,-1.93,0.42,-0.10,
21.069,-0.00,0.30,-0.83,-1.93,0.42,-0.10,
21.069,-0.01,0.30,-0.83,-1.93,0.42,-0.10,
21.069,-0.01,0.30,-0.83,-1.94,0.41,-0.10,
21.069,-0.01,0.30,-0.82,-1.94,0.41,-0.10,
21.07,-0.01,0.30,-0.82,-1.95,0.40,-0.11,
21.07,-0.02,0.30,-0.81,-1.95,0.40,-0.11,
21.07,-0.02,0.30,-0.81,-1.96,0.39,-0.10,
21.07,-0.02,0.31,-0.80,-1.96,0.39,-0.10,
21.07,-0.02,0.31,-0.80,-1.97,0.39,-0.10,
21.071,-0.02,0.31,-0.80,-1.97,0.39,-0.10,
21.071,-0.02,0.31,-0.80,-1.97,0.38,-0.11,
21.071,-0.03,0.31,-0.79,-1.97,0.38,-0.11,
21.071,-0.03,0.32,-0.78,-1.97,0.38,-0.11,
21.071,-0.03,0.32,-0.78,-1.98,0.37,-0.10,
21.072,-0.03,0.32,-0.78,-2.00,0.37,-0.09,
21.072,-0.03,0.32,-0.77,-2.00,0.37,-0.09,
21.072,-0.03,0.32,-0.77,-2.01,0.37,-0.09,
21.072,-0.03,0.32,-0.76,-2.01,0.37,-0.09,
21.072,-0.03,0.32,-0.76,-2.01,0.36,-0.09,
21.072,-0.03,0.33,-0.75,-2.01,0.36,-0.09,
21.072,-0.03,0.33,-0.75,-2.02,0.36,-0.08,
21.073,-0.03,0.33,-0.74,-2.02,0.36,-0.08,
21.073,-0.03,0.33,-0.74,-2.03,0.36,-0.08,
21.073,-0.02,0.34,-0.73,-2.03,0.36,-0.08,
21.073,-0.02,0.34,-0.73,-2.03,0.35,-0.07,
21.079,-0.02,0.35,-0.72,-2.03,0.35,-0.07,
21.079,-0.02,0.35,-0.72,-2.03,0.35,-0.07,
21.079,-0.02,0.35,-0.72,-2.03,0.35,-0.07,
21.08,-0.02,0.35,-0.72,-2.04,0.34,-0.07,
21.08,-0.02,0.35,-0.72,-2.04,0.34,-0.06,
21.081,-0.02,0.35,-0.71,-2.04,0.34,-0.06,
21.082,-0.01,0.36,-0.71,-2.04,0.34,-0.06,
21.082,-0.01,0.37,-0.70,-2.04,0.34,-0.06,
21.082,-0.01,0.37,-0.69,-2.04,0.34,-0.06,
21.083,-0.01,0.37,-0.69,-2.03,0.33,-0.06,
21.084,-0.01,0.38,-0.70,-2.03,0.33,-0.06,
21.085,-0.01,0.38,-0.70,-2.03,0.33,-0.06,
21.085,-0.01,0.38,-0.70,-2.03,0.33,-0.07,
21.086,-0.01,0.39,-0.70,-2.03,0.33,-0.07,
21.087,-0.01,0.40,-0.71,-2.03,0.33,-0.07,
21.089,-0.01,0.40,-0.71,-2.03,0.32,-0.06,
21.091,-0.01,0.40,-0.71,-2.03,0.32,-0.06,
21.092,-0.01,0.40,-0.71,-2.02,0.32,-0.06,
21.092,-0.01,0.41,-0.72,-2.02,0.32,-0.06,
21.093,-0.01,0.41,-0.72,-2.02,0.31,-0.07,
21.095,-0.01,0.42,-0.72,-2.02,0.31,-0.07,
21.095,-0.01,0.42,-0.72,-2.02,0.30,-0.07,
21.096,-0.01,0.42,-0.72,-2.02,0.30,-0.07,
21.096,-0.01,0.42,-0.72,-2.01,0.29,-0.08,
21.099,-0.01,0.43,-0.72,-2.01,0.29,-0.08,
21.099,-0.01,0.43,-0.72,-2.01,0.28,-0.08,
21.101,-0.01,0.43,-0.71,-2.01,0.28,-0.08,
21.101,-0.01,0.43,-0.71,-2.01,0.27,-0.08,
21.105,-0.01,0.43,-0.70,-2.01,0.27,-0.08,
21.106,-0.01,0.43,-0.70,-2.01,0.26,-0.09,
21.107,-0.01,0.44,-0.69,-2.01,0.26,-0.09,
21.107,-0.01,0.44,-0.68,-2.01,0.26,-0.09,
21.108,-0.01,0.44,-0.68,-2.00,0.25,-0.09,
21.108,-0.01,0.44,-0.68,-2.00,0.24,-0.09,
21.109,-0.01,0.44,-0.68,-1.99,0.22,-0.09,
21.109,-0.01,0.45,-0.67,-1.99,0.22,-0.09,
21.11,-0.00,0.45,-0.66,-1.99,0.22,-0.09,
21.11,-0.00,0.45,-0.66,-1.98,0.21,-0.10,
21.112,-0.00,0.46,-0.65,-1.98,0.21,-0.10,
21.112,-0.00,0.46,-0.65,-1.96,0.20,-0.10,
21.114,-0.00,0.46,-0.63,-1.96,0.20,-0.10,
21.115,-0.00,0.46,-0.63,-1.95,0.19,-0.10,
21.115,0.00,0.47,-0.62,-1.95,0.19,-0.10,
21.115,0.00,0.47,-0.62,-1.94,0.18,-0.10,
21.122,0.00,0.48,-0.60,-1.94,0.18,-0.10,
21.123,0.00,0.48,-0.60,-1.92,0.17,-0.11,
21.123,0.01,0.48,-0.59,-1.92,0.17,-0.11,
21.124,0.01,0.48,-0.59,-1.90,0.16,-0.11,
21.124,0.01,0.48,-0.58,-1.90,0.16,-0.11,
21.124,0.01,0.48,-0.58,-1.89,0.15,-0.11,
21.124,0.02,0.48,-0.57,-1.89,0.15,-0.11,
21.125,0.02,0.48,-0.57,-1.87,0.14,-0.11,
21.126,0.02,0.49,-0.56,-1.87,0.14,-0.11,
21.127,0.02,0.49,-0.56,-1.85,0.13,-0.11,
21.129,0.03,0.49,-0.56,-1.85,0.13,-0.11,
21.129,0.03,0.49,-0.56,-1.82,0.12,-0.11,
21.134,0.03,0.49,-0.54,-1.82,0.12,-0.11,
21.134,0.03,0.49,-0.54,-1.80,0.12,-0.11,
21.136,0.04,0.50,-0.54,-1.80,0.12,-0.11,
21.136,0.05,0.51,-0.54,-1.80,0.12,-0.11,
21.137,0.05,0.51,-0.54,-1.78,0.11,-0.11,
21.137,0.05,0.51,-0.54,-1.77,0.11,-0.11,
21.144,0.05,0.51,-0.54,-1.76,0.10,-0.11,
21.144,0.05,0.51,-0.54,-1.74,0.10,-0.11,
21.144,0.06,0.51,-0.53,-1.74,0.10,-0.11,
21.145,0.06,0.52,-0.52,-1.74,0.10,-0.11,
21.152,0.07,0.53,-0.52,-1.74,0.10,-0.11,
21.152,0.07,0.53,-0.52,-1.73,0.10,-0.11,
21.167,0.07,0.54,-0.52,-1.73,0.10,-0.11,
21.168,0.07,0.54,-0.52,-1.72,0.10,-0.10,
21.168,0.07,0.55,-0.52,-1.72,0.10,-0.10,
21.168,0.07,0.55,-0.52,-1.70,0.11,-0.10,
21.168,0.07,0.55,-0.52,-1.69,0.11,-0.10,
21.168,0.08,0.56,-0.52,-1.69,0.11,-0.10,
21.168,0.08,0.56,-0.52,-1.69,0.11,-0.10,
21.168,0.08,0.56,-0.52,-1.68,0.11,-0.10,
21.168,0.09,0.57,-0.52,-1.68,0.11,-0.10,
21.169,0.09,0.57,-0.52,-1.68,0.12,-0.10,
21.169,0.09,0.58,-0.52,-1.68,0.12,-0.10,
21.169,0.09,0.58,-0.52,-1.67,0.13,-0.10,
21.169,0.10,0.59,-0.52,-1.67,0.13,-0.10,
21.169,0.10,0.60,-0.53,-1.67,0.13,-0.10,
21.169,0.10,0.60,-0.53,-1.66,0.13,-0.09,
21.17,0.10,0.60,-0.53,-1.66,0.14,-0.10,
21.17,0.10,0.60,-0.53,-1.67,0.15,-0.09,
21.17,0.10,0.60,-0.53,-1.67,0.15,-0.09,
21.17,0.10,0.61,-0.53,-1.67,0.15,-0.09,
21.17,0.10,0.61,-0.53,-1.66,0.17,-0.09,
21.17,0.11,0.62,-0.55,-1.66,0.17,-0.09,
21.17,0.11,0.62,-0.55,-1.67,0.18,-0.10,
21.171,0.11,0.63,-0.55,-1.67,0.18,-0.10,
21.171,0.11,0.63,-0.55,-1.67,0.19,-0.10,
21.171,0.10,0.64,-0.55,-1.67,0.19,-0.10,
21.171,0.10,0.64,-0.55,-1.68,0.20,-0.10,
21.171,0.10,0.64,-0.55,-1.68,0.22,-0.10,
21.171,0.10,0.64,-0.55,-1.68,0.22,-0.10,
21.171,0.10,0.64,-0.55,-1.70,0.23,-0.11,
21.172,0.10,0.65,-0.55,-1.70,0.23,-0.11,
21.172,0.09,0.65,-0.55,-1.70,0.23,-0.11,
21.172,0.09,0.65,-0.55,-1.70,0.25,-0.10,
21.176,0.09,0.66,-0.55,-1.70,0.25,-0.10,
21.176,0.09,0.66,-0.55,-1.71,0.26,-0.11,
21.177,0.08,0.67,-0.55,-1.71,0.26,-0.11,
21.177,0.08,0.67,-0.55,-1.72,0.28,-0.10,
21.183,0.07,0.67,-0.54,-1.72,0.28,-0.10,
21.183,0.07,0.67,-0.54,-1.72,0.29,-0.11,
21.183,0.07,0.68,-0.53,-1.72,0.29,-0.11,
21.183,0.07,0.68,-0.53,-1.74,0.30,-0.10,
21.184,0.07,0.68,-0.53,-1.74,0.32,-0.11,
21.184,0.07,0.69,-0.53,-1.74,0.32,-0.11,
21.184,0.06,0.70,-0.52,-1.74,0.32,-0.11,
21.184,0.06,0.70,-0.52,-1.74,0.33,-0.10,
21.185,0.05,0.71,-0.52,-1.74,0.33,-0.10,
21.185,0.05,0.71,-0.52,-1.75,0.34,-0.11,
21.187,0.05,0.72,-0.51,-1.75,0.34,-0.11,
21.188,0.05,0.72,-0.51,-1.75,0.35,-0.11,
21.189,0.05,0.73,-0.49,-1.75,0.35,-0.11,
21.189,0.05,0.73,-0.49,-1.75,0.36,-0.10,
21.192,0.05,0.74,-0.49,-1.75,0.36,-0.10,
21.192,0.05,0.74,-0.49,-1.75,0.37,-0.11,
21.193,0.05,0.74,-0.49,-1.74,0.38,-0.10,
21.194,0.05,0.75,-0.48,-1.74,0.38,-0.10,
21.198,0.05,0.76,-0.47,-1.74,0.38,-0.10,
21.198,0.05,0.76,-0.47,-1.74,0.38,-0.10,
21.198,0.05,0.76,-0.47,-1.74,0.38,-0.11,
21.198,0.05,0.77,-0.46,-1.74,0.38,-0.11,
21.202,0.05,0.78,-0.46,-1.74,0.38,-0.11,
21.203,0.05,0.78,-0.46,-1.72,0.39,-0.11,
21.203,0.05,0.79,-0.45,-1.72,0.39,-0.11,
21.203,0.05,0.79,-0.45,-1.71,0.38,-0.11,
21.206,0.05,0.79,-0.45,-1.70,0.38,-0.12,
21.206,0.05,0.80,-0.45,-1.70,0.38,-0.12,
21.206,0.05,0.80,-0.45,-1.70,0.38,-0.12,
21.206,0.06,0.81,-0.45,-1.70,0.38,-0.12,
21.21,0.06,0.81,-0.45,-1.68,0.37,-0.13,
21.21,0.06,0.82,-0.45,-1.68,0.37,-0.13,
21.21,0.06,0.83,-0.45,-1.68,0.37,-0.13,
21.21,0.06,0.83,-0.45,-1.68,0.37,-0.13,
21.214,0.07,0.83,-0.45,-1.68,0.37,-0.13,
21.214,0.07,0.83,-0.45,-1.66,0.36,-0.14,
21.214,0.07,0.84,-0.45,-1.66,0.36,-0.14,
21.215,0.07,0.84,-0.45,-1.65,0.35,-0.15,
21.218,0.07,0.84,-0.45,-1.64,0.34,-0.16,
21.218,0.07,0.84,-0.45,-1.64,0.34,-0.16,
21.218,0.07,0.84,-0.45,-1.62,0.34,-0.16,
21.218,0.07,0.85,-0.46,-1.62,0.34,-0.16,
21.218,0.07,0.85,-0.46,-1.62,0.34,-0.16,
21.219,0.07,0.85,-0.46,-1.61,0.33,-0.17,
21.222,0.07,0.85,-0.46,-1.59,0.32,-0.18,
21.222,0.07,0.86,-0.47,-1.59,0.32,-0.18,
21.222,0.07,0.86,-0.47,-1.59,0.32,-0.18,
21.223,0.08,0.86,-0.47,-1.59,0.32,-0.18,
21.227,0.08,0.86,-0.47,-1.58,0.31,-0.19,
21.227,0.08,0.86,-0.48,-1.58,0.31,-0.19,
21.227,0.08,0.88,-0.49,-1.58,0.31,-0.19,
21.227,0.08,0.88,-0.49,-1.56,0.30,-0.20,
21.23,0.08,0.89,-0.50,-1.56,0.30,-0.20,
21.23,0.08,0.89,-0.50,-1.56,0.29,-0.21,
21.23,0.08,0.90,-0.51,-1.56,0.29,-0.21,
21.231,0.08,0.90,-0.51,-1.54,0.28,-0.21,
21.235,0.09,0.90,-0.52,-1.54,0.28,-0.21,
21.235,0.09,0.90,-0.52,-1.54,0.27,-0.21,
21.235,0.10,0.91,-0.53,-1.54,0.27,-0.21,
21.235,0.10,0.91,-0.53,-1.54,0.25,-0.21,
21.239,0.10,0.92,-0.54,-1.54,0.25,-0.21,
21.239,0.10,0.92,-0.54,-1.53,0.24,-0.21,
21.239,0.11,0.92,-0.54,-1.53,0.24,-0.21,
21.239,0.11,0.92,-0.54,-1.54,0.22,-0.22,
21.263,0.12,0.93,-0.54,-1.54,0.22,-0.22,
21.264,0.12,0.93,-0.54,-1.54,0.20,-0.22,
21.264,0.12,0.94,-0.54,-1.54,0.20,-0.22,
21.264,0.12,0.94,-0.54,-1.54,0.18,-0.22,
21.264,0.12,0.94,-0.54,-1.54,0.17,-0.22,
21.264,0.12,0.94,-0.54,-1.54,0.17,-0.22,
21.264,0.12,0.95,-0.53,-1.54,0.17,-0.22,
21.264,0.12,0.95,-0.53,-1.55,0.15,-0.22,
21.265,0.12,0.95,-0.53,-1.56,0.13,-0.22,
21.265,0.13,0.95,-0.52,-1.56,0.13,-0.22,
21.265,0.13,0.95,-0.52,-1.57,0.12,-0.21,
21.265,0.13,0.95,-0.52,-1.56,0.10,-0.21,
21.265,0.13,0.95,-0.50,-1.56,0.10,-0.21,
21.265,0.14,0.95,-0.49,-1.56,0.10,-0.21,
21.265,0.14,0.95,-0.46,-1.56,0.10,-0.21,
21.265,0.15,0.95,-0.43,-1.56,0.10,-0.21,
21.266,0.15,0.95,-0.43,-1.57,0.09,-0.21,
21.266,0.15,0.95,-0.43,-1.57,0.08,-0.21,
21.266,0.15,0.95,-0.43,-1.57,0.07,-0.21,
21.266,0.16,0.96,-0.41,-1.57,0.07,-0.21,
21.266,0.16,0.96,-0.41,-1.56,0.07,-0.20,
21.266,0.17,0.96,-0.38,-1.56,0.07,-0.20,
21.266,0.17,0.96,-0.38,-1.55,0.06,-0.21,
21.267,0.17,0.95,-0.35,-1.55,0.06,-0.21,
21.267,0.17,0.95,-0.33,-1.55,0.06,-0.21,
21.267,0.17,0.95,-0.33,-1.54,0.06,-0.21,
21.267,0.18,0.95,-0.30,-1.54,0.06,-0.21,
21.267,0.18,0.95,-0.30,-1.52,0.06,-0.21,
21.273,0.18,0.94,-0.29,-1.52,0.06,-0.21,
21.274,0.18,0.94,-0.29,-1.50,0.07,-0.22,
21.274,0.17,0.94,-0.27,-1.50,0.07,-0.22,
21.274,0.17,0.94,-0.27,-1.48,0.07,-0.23,
21.276,0.17,0.94,-0.27,-1.46,0.07,-0.23,
21.276,0.16,0.94,-0.26,-1.46,0.07,-0.23,
21.279,0.16,0.94,-0.24,-1.46,0.07,-0.23,
21.279,0.16,0.94,-0.24,-1.43,0.09,-0.23,
21.279,0.16,0.94,-0.24,-1.40,0.09,-0.24,
